_id,Unnamed: 0,nyt_id,title,Amazon_url,author,publisher,description,published_date,bestseller_date,rank,rank_last_week,weeks_on_list,NYT_Price,Amazon_Price,Amazon_reviews,Amazon_rating,Amazon_Discount%
ObjectId("5c80968cd5cf373b2803c7b6"),1062,5b4aa4ead3089013507dc3fa,HEROES PROVED,http://www.amazon.com/Heroes-Proved-Oliver-North/dp/147670631X?tag=NYTBS-20,Oliver North,Threshold Editions,NaN,1355011200000,1353715200000,20,0,0,0,NaN,312,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7b7"),1063,5b4aa4ead3089013507dc3fb,COLD DAYS,http://www.amazon.com/Cold-Days-Novel-Dresden-Files/dp/0451464400?tag=NYTBS-20,Jim Butcher,Roc,Harry Dresden lives, but he’s no longer Chicago’s only professional wizard. Now he’s the Winter Knight, Queen Mab’s assassin, and she wants her newest minion to pull off the impossible: kill an immortal.,1355616000000,1354320000000,1,0,1,27.95,17.29,2510,4.8,61.86
ObjectId("5c80968cd5cf373b2803c7b8"),1064,5b4aa4ead3089013507dc3fc,THE BLACK BOX,http://www.amazon.com/The-Black-Harry-Bosch-Novel-ebook/dp/B0076DELIG?tag=NYTBS-20,Michael Connelly,Little, Brown,In a case that spans 20 years, the Los Angeles detective Harry Bosch links the bullet from a recent crime to a file from 1992, the killing of a young female photographer during the race riots.,1355616000000,1354320000000,2,0,1,27.99,9.99,3360,4.4,35.69
ObjectId("5c80968cd5cf373b2803c7b9"),1065,5b4aa4ead3089013507dc40f,THREAT VECTOR,http://www.amazon.com/Threat-Vector-Jack-Ryan-Jr/dp/0425262308?tag=NYTBS-20,Tom Clancy with Mark Greaney,Putnam,As China threatens to invade Taiwan, the covert intelligence expert Jack Ryan Jr. aids his father’s administration  — but his agency is no longer secret.,1356220800000,1354924800000,1,0,1,28.95,8.99,2772,4.5,31.05
ObjectId("5c80968cd5cf373b2803c7ba"),1066,5b4aa4ead3089013507dc422,THE TWELVE TRIBES OF HATTIE,http://www.amazon.com/Twelve-Digital-Edition-Vintage-Contemporaries-ebook/dp/B00A9ET5XU?tag=NYTBS-20,Ayana Mathis,Knopf,Fifty-some years in the life of an African-American family whose matriarch arrives in Philadelphia in 1923.,1356220800000,1354924800000,20,0,0,0,7.99,1551,3.9,Infinity
ObjectId("5c80968cd5cf373b2803c7bb"),1067,5b4aa4ead3089013507dc42a,TWO GRAVES,http://www.amazon.com/Two-Graves-Pendergast-Douglas-Preston-ebook/dp/B007ZGBZHE?tag=NYTBS-20,Douglas Preston and Lincoln Child,Grand Central,Special Agent Aloysius Pendergast pursues a serial killer as well as his abducted wife.,1356825600000,1355529600000,8,0,1,26.99,NaN,1716,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7bc"),1068,5b4aa4ead3089013507dc460,EMPIRE AND HONOR,http://www.amazon.com/Empire-Honor-Bound-W-E-B-Griffin/dp/0515153230?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,Putnam,An O.S.S. agent’s plan to help his German intelligence counterparts reach Argentina encounters trouble; Book 7 of the Honor Bound series.,1358640000000,1357344000000,2,0,1,27.95,9.99,NaN,4.2,35.74
ObjectId("5c80968cd5cf373b2803c7bd"),1069,5b4aa4ead3089013507dc466,SHADOW WOMAN,http://www.amazon.com/Shadow-Woman-Novel-Linda-Howard-ebook/dp/B007PFDGRC?tag=NYTBS-20,Linda Howard,Ballantine,A woman’s inexplicable strange memories and altered appearance result from a far-reaching conspiracy.,1358640000000,1357344000000,8,0,1,27,NaN,539,4.2,NaN
ObjectId("5c80968cd5cf373b2803c7be"),1070,5b4aa4ead3089013507dc473,A MEMORY OF LIGHT,http://www.amazon.com/A-Memory-Light-Wheel-Time-ebook/dp/B00BMKDTNC?tag=NYTBS-20,Robert Jordan and Brandon Sanderson,Tor/Tom Doherty,The 14th and final novel in the Wheel of Time fantasy series.,1359244800000,1357948800000,1,0,1,34.99,9.99,4293,4.6,28.55
ObjectId("5c80968cd5cf373b2803c7bf"),1071,5b4aa4ead3089013507dc475,TENTH OF DECEMBER,http://www.amazon.com/Tenth-December-Stories-George-Saunders/dp/0812984250?tag=NYTBS-20,George Saunders,Random House,Stories that take on the big questions.,1359244800000,1357948800000,3,0,1,26,9.99,1098,3.4,38.42
ObjectId("5c80968cd5cf373b2803c7c0"),1072,5b4aa4ead3089013507dc476,KINSEY AND ME,http://www.amazon.com/Kinsey-Me-Stories-Sue-Grafton/dp/0425267792?tag=NYTBS-20,Sue Grafton,Marian Wood/Putnam,Stories about Grafton’s character Kinsey Millhone as well as explorations of Grafton’s own past.,1359244800000,1357948800000,4,0,1,27.95,8.99,526,4.1,32.16
ObjectId("5c80968cd5cf373b2803c7c1"),1073,5b4aa4ead3089013507dc477,COLLATERAL DAMAGE,http://www.amazon.com/Collateral-Damage-Stone-Barrington-Stuart/dp/0451414381?tag=NYTBS-20,Stuart Woods,Putnam,Back in New York, the lawyer Stone Barrington joins his former partner Holly Barker in pursuing a dangerous case.,1359244800000,1357948800000,5,0,1,26.95,NaN,599,4.3,NaN
ObjectId("5c80968cd5cf373b2803c7c2"),1074,5b4aa4ead3089013507dc478,THE HUSBAND LIST,http://www.amazon.com/The-Husband-List-Janet-Evanovich-ebook/dp/B008E50MPQ?tag=NYTBS-20,Janet Evanovich and Dorien Kelly,St. Martin's,In New York City in 1894, a wealthy young woman yearns for adventure and the love of an Irish-American with new money, rather than the titled Britons to whom her mother hopes to marry her off.,1359244800000,1357948800000,6,0,1,27.99,NaN,NaN,4,NaN
ObjectId("5c80968cd5cf373b2803c7c3"),1075,5b4aa4ead3089013507dc47a,THE BLOOD GOSPEL,http://www.amazon.com/The-Blood-Gospel-Sanguines-Series/dp/0061991058?tag=NYTBS-20,James Rollins and Rebecca Cantrell,Morrow/HarperCollins,A hunt for the truth about a shadowy ancient order and a book supposed to have been written in Christ’s own hand and in his blood; the first book in a series, the Order of the Sanguines.,1359244800000,1357948800000,8,0,1,27.99,NaN,NaN,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7c4"),1076,5b4aa4ead3089013507dc47c,DREAM EYES,http://www.amazon.com/Dream-Eyes-Legacy-Jayne-Krentz/dp/0515154083?tag=NYTBS-20,Jayne Ann Krentz,Putnam,A psychic counselor, returning to a small Oregon town after her mentor’s suspicious death, is drawn to a psychic investigator with disturbing power; a Dark Legacy novel.,1359244800000,1357948800000,10,0,1,26.95,NaN,NaN,4.5,NaN
ObjectId("5c80968cd5cf373b2803c7c5"),1077,5b4aa4ead3089013507dc47d,1356,http://www.amazon.com/1356-A-Novel-Bernard-Cornwell/dp/0061969672?tag=NYTBS-20,Bernard Cornwell,Harper/HarperCollins,In the fourth book of the Grail Quest series, the English and French face off at the Battle of Poitiers.,1359244800000,1357948800000,11,0,1,28.99,24.17,NaN,NaN,83.37
ObjectId("5c80968cd5cf373b2803c7c6"),1078,5b4aa4ead3089013507dc483,ME BEFORE YOU,http://www.amazon.com/Me-Before-You-A-Novel/dp/0143124544?tag=NYTBS-20,Jojo Moyes,Pamela Dorman,A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.,1359244800000,1357948800000,17,0,0,0,NaN,NaN,4.6,NaN
ObjectId("5c80968cd5cf373b2803c7c7"),1079,5b4aa4ead3089013507dc484,ROBERT B. PARKER'S IRONHORSE,http://www.amazon.com/Robert-B-Parkers-Ironhorse-Knott/dp/0399158111?tag=NYTBS-20,Robert Knott,Putnam,NaN,1359244800000,1357948800000,18,0,0,0,6.62,384,4,Infinity
ObjectId("5c80968cd5cf373b2803c7c8"),1080,5b4aa4ead3089013507dc489,THE FIFTH ASSASSIN,http://www.amazon.com/The-Fifth-Assassin-Brad-Meltzer-ebook/dp/B007ZFIW44?tag=NYTBS-20,Brad Meltzer,Grand Central,Tracking an assassin who is recreating the crimes of the four men who murdered presidents, Beecher White discovers that they all were working together. ,1359849600000,1358553600000,3,0,1,27.99,7.99,804,3.9,28.55
ObjectId("5c80968cd5cf373b2803c7c9"),1081,5b4aa4ead3089013507dc48c,MRS. LINCOLN'S DRESSMAKER,http://www.amazon.com/Mrs-Lincolns-Dressmaker-A-Novel/dp/0142180351?tag=NYTBS-20,Jennifer Chiaverini,Dutton,A novel about Elizabeth Keckley, who was born a slave, earned her freedom through her dressmaking skill and became a friend of Mary Todd Lincoln; she is a character in the movie “Lincoln.”,1359849600000,1358553600000,6,0,1,26.95,11.99,1622,4.1,44.49
ObjectId("5c80968cd5cf373b2803c7ca"),1082,5b4aa4ead3089013507dc499,THE AVIATOR'S WIFE,http://www.amazon.com/The-Aviators-Wife-A-Novel/dp/0345528689?tag=NYTBS-20,Melanie Benjamin,Delacorte,This novel pulls back the curtain on one of America’s most extraordinary couples: Charles Lindbergh and Anne Morrow Lindbergh. ,1359849600000,1358553600000,19,0,0,0,12.05,2829,4.4,Infinity
ObjectId("5c80968cd5cf373b2803c7cb"),1083,5b4aa4ead3089013507dc49b,PRIVATE BERLIN,http://www.amazon.com/Private-Berlin-James-Patterson/dp/0316211176?tag=NYTBS-20,James Patterson and Mark Sullivan,Little, Brown & Company,A superstar agent at the German headquarters of an investigation firm disappears.,1360454400000,1359158400000,1,0,1,27.99,9.99,1547,4.4,35.69
ObjectId("5c80968cd5cf373b2803c7cc"),1084,5b4aa4ead3089013507dc49d,SUSPECT,http://www.amazon.com/Suspect-Robert-Crais-ebook/dp/B008RCZLNO?tag=NYTBS-20,Robert Crais,Putnam,A Los Angeles policeman and a German shepherd, both suffering from PTSD, search for the killers of the cop’s partner.,1360454400000,1359158400000,3,0,1,27.95,9.99,2216,4.6,35.74
ObjectId("5c80968cd5cf373b2803c7cd"),1085,5b4aa4ead3089013507dc49f,EVER AFTER,http://www.amazon.com/Ever-After-Hollows-Kim-Harrison/dp/0061957925?tag=NYTBS-20,Kim Harrison,HarperCollins Voyager,The witch Rachel Morgan and an unlikely ally battle a demon in order to prevent an apocalypse. ,1360454400000,1359158400000,5,0,1,27.99,7.99,1112,4.7,28.55
ObjectId("5c80968cd5cf373b2803c7ce"),1086,5b4aa4ead3089013507dc4af,UNTIL THE END OF TIME,http://www.amazon.com/Until-End-Time-A-Novel-ebook/dp/B009UBAPAK?tag=NYTBS-20,Danielle Steel,Delacorte,The stories of two relationships, at different times, intersect unexpectedly. ,1361059200000,1359763200000,1,0,1,28,7.99,1056,4.4,28.54
ObjectId("5c80968cd5cf373b2803c7cf"),1087,5b4aa4ead3089013507dc4b5,A DEEPER LOVE INSIDE,http://www.amazon.com/Deeper-Love-Inside-Porsche-Santiaga-ebook/dp/B008J2C4F0?tag=NYTBS-20,Sister Souljah,Atria/Emily Bestler Books,A sequel to “The Coldest Winter Ever” focuses on Winter’s younger sister, Porsche Santiaga. ,1361059200000,1359763200000,7,0,1,26.99,12.99,1705,4.2,48.13
ObjectId("5c80968cd5cf373b2803c7d0"),1088,5b4aa4ead3089013507dc4ba,INSANE CITY,http://www.amazon.com/Insane-City-Dave-Barry-ebook/dp/B008U45TPE?tag=NYTBS-20,Dave Barry,Putnam,The run-up to a glamorous wedding involves pranks, criminals, high-speed chases, exotic animals and other mayhem. ,1361059200000,1359763200000,12,0,1,26.95,NaN,645,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7d1"),1089,5b4aa4ead3089013507dc4be,PROOF OF GUILT,http://www.amazon.com/Proof-Guilt-Inspector-Rutledge-Mysteries/dp/0062015680?tag=NYTBS-20,Charles Todd,Morrow/HarperCollins,Inspector Ian Rutledge’s supervisor interferes with his pursuit of a case. ,1361059200000,1359763200000,16,0,1,25.99,18.55,223,NaN,71.37
ObjectId("5c80968cd5cf373b2803c7d2"),1090,5b4aa4ead3089013507dc4c6,TOUCH AND GO,http://www.amazon.com/Touch-Go-Lisa-Gardner/dp/0451465849?tag=NYTBS-20,Lisa Gardner,Dutton,An investigator probing the disappearance of a seemingly perfect Boston family must dig beneath the surface.,1361664000000,1360368000000,4,0,1,26.95,9.99,1321,4.5,37.07
ObjectId("5c80968cd5cf373b2803c7d3"),1091,5b4aa4ead3089013507dc4ce,DEADLY STAKES,http://www.amazon.com/Deadly-Stakes-Novel-Ali-Reynolds-ebook/dp/B008J4CHUK?tag=NYTBS-20,J A Jance,Touchstone,Ali Reynolds must determine whether two crimes in Arizona are related in order to stop the killer.,1361664000000,1360368000000,12,0,1,25.99,NaN,401,4.5,NaN
ObjectId("5c80968cd5cf373b2803c7d4"),1092,5b4aa4ead3089013507dc4d6,HOUSE OF EARTH,http://www.amazon.com/House-Earth-Novel-Woody-Guthrie/dp/0062248391?tag=NYTBS-20,Woody Guthrie,Harper,NaN,1361664000000,1360368000000,20,0,0,0,9.99,110,3.5,Infinity
ObjectId("5c80968cd5cf373b2803c7d5"),1093,5b4aa4ead3089013507dc4d7,A WEEK IN WINTER,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307273571?tag=NYTBS-20,Maeve Binchy,Knopf,Guests at an inn by the sea on Ireland’s west coast; the final book by Binchy, who died in 2012. ,1362268800000,1360972800000,1,0,1,26.95,8.99,3451,4.4,33.36
ObjectId("5c80968cd5cf373b2803c7d6"),1094,5b4aa4ead3089013507dc4da,GUILT,http://www.amazon.com/Guilt-An-Alex-Delaware-Novel-ebook/dp/B009QJNRZQ?tag=NYTBS-20,Jonathan Kellerman,Ballantine,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis turn their sights six decades into the past to pursue the story of a beautiful nurse and her lover. ,1362268800000,1360972800000,4,0,1,28,9.99,1028,4.2,35.68
ObjectId("5c80968cd5cf373b2803c7d7"),1095,5b4aa4ead3089013507dc4df,THE DINNER,http://www.amazon.com/The-Dinner-Herman-Koch/dp/0770437850?tag=NYTBS-20,Herman Koch,Hogarth,Two couples meet in an Amsterdam restaurant to discuss their sons’ criminal activities.,1362268800000,1360972800000,9,0,1,24,11.99,2600,3.3,49.96
ObjectId("5c80968cd5cf373b2803c7d8"),1096,5b4aa4ead3089013507dc4e3,THE POWER TRIP,http://www.amazon.com/The-Power-Trip-Jackie-Collins-ebook/dp/B008BU70AO?tag=NYTBS-20,Jackie Collins,St. Martin's,Wealthy, famous and decadent characters gather on a luxury yacht off the coast of Cabo San Lucas. ,1362268800000,1360972800000,13,0,1,27.99,7.99,543,4.3,28.55
ObjectId("5c80968cd5cf373b2803c7d9"),1097,5b4aa4ead3089013507dc4e5,VAMPIRES IN THE LEMON GROVE,http://www.amazon.com/Vampires-Lemon-Grove-Karen-Russell/dp/0307957233?tag=NYTBS-20,Karen Russell,Knopf,The innocent do not fare well in Russell’s stories. ,1362268800000,1360972800000,15,0,1,24.95,8.69,271,NaN,34.83
ObjectId("5c80968cd5cf373b2803c7da"),1098,5b4aa4ead3089013507dc4e9,THE DAYLIGHT WAR,http://www.amazon.com/The-Daylight-War-Three-Demon-ebook/dp/B009JU5G5Q?tag=NYTBS-20,Peter V Brett,Del Rey,NaN,1362268800000,1360972800000,19,0,0,0,NaN,758,4.2,NaN
ObjectId("5c80968cd5cf373b2803c7db"),1099,5b4aa4ead3089013507dc4eb,ALEX CROSS, RUN,http://www.amazon.com/Alex-Cross-Run-James-Patterson-ebook/dp/B0076DCP16?tag=NYTBS-20,James Patterson,Little, Brown,While Alex Cross pursues a Washington serial killer (or killers?), someone is after him. ,1362873600000,1361577600000,1,0,1,28.99,9.99,2939,4.5,34.46
ObjectId("5c80968cd5cf373b2803c7dc"),1100,5b4aa4ead3089013507dc4f3,THE SOUND OF BROKEN GLASS,http://www.amazon.com/The-Sound-Broken-Glass-Kincaid/dp/0061990639?tag=NYTBS-20,Deborah Crombie,Morrow/HarperCollins,Detectives Gemma Jones and her husband, Duncan Kincaid, investigate when a respected barrister is found dead in a seedy London hotel; the 15th book in a series.,1362873600000,1361577600000,9,0,1,25.99,6.5,396,4.4,25.01
ObjectId("5c80968cd5cf373b2803c7dd"),1101,5b4aa4ead3089013507dc4fe,GHOSTMAN,http://www.amazon.com/Ghostman-Roger-Hobbs/dp/0307959961?tag=NYTBS-20,Roger Hobbs,Knopf,NaN,1362873600000,1361577600000,20,0,0,0,10.92,470,4.1,Infinity
ObjectId("5c80968cd5cf373b2803c7de"),1102,5b4aa4ead3089013507dc4ff,CALCULATED IN DEATH,http://www.amazon.com/Calculated-Death-J-D-Robb/dp/0425250733?tag=NYTBS-20,J D Robb,Putnam,Lt. Eve Dallas must crunch the numbers as she investigates the death of a successful accountant; by Nora Roberts, writing pseudonymously.  ,1363478400000,1362182400000,1,0,1,27.95,7.99,1653,4.6,28.59
ObjectId("5c80968cd5cf373b2803c7df"),1103,5b4aa4ead3089013507dc500,THE STORYTELLER,http://www.amazon.com/The-Storyteller-Jodi-Picoult-ebook/dp/B008J48RA4?tag=NYTBS-20,Jodi Picoult,Emily Bestler/Atria,A New Hampshire baker finds herself in the midst of two Holocaust stories: her grandmother’s story of survival, and the confessions of an elderly German man, an SS officer. ,1363478400000,1362182400000,2,0,1,28.99,12.99,6202,4.6,44.81
ObjectId("5c80968cd5cf373b2803c7e0"),1104,5b4aa4ead3089013507dc504,RED VELVET CUPCAKE MURDER,http://www.amazon.com/Velvet-Cupcake-Murder-Swensen-Mystery/dp/0758280351?tag=NYTBS-20,Joanne Fluke,Kensington,Hannah Swensen becomes a suspect when her romantic rival turns up dead; recipes included.,1363478400000,1362182400000,6,0,1,25,7.84,714,4.3,31.36
ObjectId("5c80968cd5cf373b2803c7e1"),1105,5b4aa4ead3089013507dc50c,BAD BLOOD,http://www.amazon.com/Bad-Blood-Kate-Shugak-Mysteries/dp/0312550650?tag=NYTBS-20,Dana Stabenow,Minotaur,Kate Shugak, an Aleut private investigator, must sort out murders motivated by revenge between two Alaska towns. ,1363478400000,1362182400000,14,0,1,25.99,12.15,392,3.8,46.75
ObjectId("5c80968cd5cf373b2803c7e2"),1106,5b4aa4ead3089013507dc510,EDGE OF DAWN,http://www.amazon.com/Edge-Dawn-Midnight-Breed-Novel-ebook/dp/B0092EE4YS?tag=NYTBS-20,Lara Adrian,Delacorte,Two members of an elite group of Breed warriors struggle with their passion for each other; Book 11 in the Midnight Breed series.,1363478400000,1362182400000,18,0,0,0,NaN,NaN,4.6,NaN
ObjectId("5c80968cd5cf373b2803c7e3"),1107,5b4aa4ead3089013507dc513,FROST BURNED,http://www.amazon.com/Frost-Burned-Thompson-Patricia-Briggs/dp/044102002X?tag=NYTBS-20,Patricia Briggs,Ace,The shape-shifter Mercy Thompson seeks assistance from an unlikely ally when her mate, the Alpha werewolf Adam Hauptman, and the rest of his pack are abducted.,1364083200000,1362787200000,1,0,1,26.95,7.99,1432,4.7,29.65
ObjectId("5c80968cd5cf373b2803c7e4"),1108,5b4aa4ead3089013507dc514,THE STRIKER,http://www.amazon.com/The-Striker-Isaac-Bell-Adventure/dp/0425264688?tag=NYTBS-20,Clive Cussler and Justin Scott,Putnam,n 1902, the young detective Isaac Bell discovers that provocateurs, not the union members he was hired to investigate, are causing trouble in the coal mines.,1364083200000,1362787200000,2,0,1,27.95,4.99,804,4.3,17.85
ObjectId("5c80968cd5cf373b2803c7e5"),1109,5b4aa4ead3089013507dc519,DAMASCUS COUNTDOWN,http://www.amazon.com/Damascus-Countdown-Joel-C-Rosenberg-ebook/dp/B008PX1XHI?tag=NYTBS-20,Joel C Rosenberg,Tyndale House,A C.I.A. operative searches for two nuclear warheads that survived an Israeli attack on Iran.,1364083200000,1362787200000,7,0,1,26.99,NaN,NaN,4.6,NaN
ObjectId("5c80968cd5cf373b2803c7e6"),1110,5b4aa4ead3089013507dc51a,THE CHANCE,http://www.amazon.com/The-Chance-Novel-Karen-Kingsbury-ebook/dp/B008J2B6V8?tag=NYTBS-20,Karen Kingsbury,Howard Books,Teenage friends, separated by a move, come together as adults to see whether they can find love.,1364083200000,1362787200000,8,0,1,22.99,11.99,1092,4.8,52.15
ObjectId("5c80968cd5cf373b2803c7e7"),1111,5b4aa4ead3089013507dc51c,THE LAST THRESHOLD,http://www.amazon.com/The-Last-Threshold-Neverwinter-Saga/dp/0786963646?tag=NYTBS-20,R A Salvatore,Wizards of the Coast,Book 4 of the fantasy Neverwinter Saga.,1364083200000,1362787200000,10,0,1,27.95,7.99,529,4.1,28.59
ObjectId("5c80968cd5cf373b2803c7e8"),1112,5b4aa4ead3089013507dc51d,SHADOW OF FREEDOM,http://www.amazon.com/Shadow-Freedom-Honor-Harrington-Series/dp/1451638698?tag=NYTBS-20,David Weber,Baen,Honor Harrington’s best friend, the admiral of the Star Empire of Manticore, wants to use her fleet to liberate other planets as well as defending her own. ,1364083200000,1362787200000,11,0,1,25,6.99,451,3.9,27.96
ObjectId("5c80968cd5cf373b2803c7e9"),1113,5b4aa4ead3089013507dc520,NIGHT MOVES,http://www.amazon.com/Night-Moves-Randy-Wayne-White/dp/039915812X?tag=NYTBS-20,Randy Wayne White,Putnam,Doc Ford and his friend Tomlinson are the targets of several murder attempts; the 20th Doc Ford novel.,1364083200000,1362787200000,14,0,1,25,9.99,316,4.2,39.96
ObjectId("5c80968cd5cf373b2803c7ea"),1114,5b4aa4ead3089013507dc524,SWEET TEA REVENGE,http://www.amazon.com/Sweet-Tea-Revenge-Shop-Mystery/dp/0425252884?tag=NYTBS-20,Laura Childs,Berkley,Theodosia Browning, owner of Indigo Tea Shop, is a bridesmaid in her friend's wedding. But the bridegroom is found dead on the big day.,1364083200000,1362787200000,18,0,0,0,NaN,232,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7eb"),1115,5b4aa4ead3089013507dc52d,BLOODFIRE QUEST,http://www.amazon.com/Bloodfire-Quest-Dark-Legacy-Shannara-ebook/dp/B00A1MRCRQ?tag=NYTBS-20,Terry Brooks,Ballantine,The second book of the Dark Legacy of Shannara, a fantasy trilogy,1364688000000,1363392000000,7,0,1,28,NaN,430,4.4,NaN
ObjectId("5c80968cd5cf373b2803c7ec"),1116,5b4aa4ead3089013507dc536,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT,http://www.amazon.com/The-Supremes-at-Earls-All-You-Can-Eat/dp/0307959929?tag=NYTBS-20,Edward Kelsey Moore,Knopf,Four decades in the friendship of three middle-class black women in a small  southern Indiana town.,1364688000000,1363392000000,16,0,1,24.95,NaN,NaN,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7ed"),1117,5b4aa4ead3089013507dc53a,THE STORY OF GOD AND ALL OF US,http://www.amazon.com/Story-God-All-Us-Miniseries/dp/1455525588?tag=NYTBS-20,Roma Downey and Mark Burnett,FaithWords,NaN,1364688000000,1363392000000,20,0,0,0,NaN,NaN,4.4,NaN
ObjectId("5c80968cd5cf373b2803c7ee"),1118,5b4aa4ead3089013507dc53b,SIX YEARS,http://www.amazon.com/Six-Years-Harlan-Coben/dp/045141411X?tag=NYTBS-20,Harlan Coben,Dutton,Six years after the woman he loved married another man, Jake Fisher discovers that neither she nor their life together were what they seemed, and he sets out to uncover the truth. ,1365292800000,1363996800000,1,0,1,27.95,8.72,NaN,4.1,31.2
ObjectId("5c80968cd5cf373b2803c7ef"),1119,5b4aa4ead3089013507dc547,THE ACCURSED,http://www.amazon.com/The-Accursed-Joyce-Carol-Oates/dp/0062231707?tag=NYTBS-20,Joyce Carol Oates,Ecco/HarperCollins,This postmodern Gothic novel purports to be an account of a curse that infected bucolic Princeton, N.J., in 1905 and 1906.,1365292800000,1363996800000,13,0,1,27.99,11.47,344,3.1,40.98
ObjectId("5c80968cd5cf373b2803c7f0"),1120,5b4aa4ead3089013507dc54d,FAMILY PICTURES,http://www.amazon.com/Family-Pictures-Jane-Green-ebook/dp/B008BU71NU?tag=NYTBS-20,Jane Green,St. Martin's,NaN,1365292800000,1363996800000,19,0,0,0,NaN,344,NaN,NaN
ObjectId("5c80968cd5cf373b2803c7f1"),1121,5b4aa4ead3089013507dc54f,LOVER AT LAST,http://www.amazon.com/Lover-Last-Black-Dagger-Brotherhood/dp/0451418808?tag=NYTBS-20,J R Ward,New American Library,Book 11 of the Black Dagger Brotherhood series.,1365897600000,1364601600000,1,0,1,27.95,7.99,2591,4.5,28.59
ObjectId("5c80968cd5cf373b2803c7f2"),1122,5b4aa4ead3089013507dc552,LEAVING EVERYTHING MOST LOVED,http://www.amazon.com/Leaving-Everything-Most-Loved-Maisie-ebook/dp/B008QXXQOU?tag=NYTBS-20,Jacqueline Winspear,Harper,In 1933, the private investigator Maisie Dobbs helps an Indian man whose sister’s murder has been ignored by Scotland Yard.,1365897600000,1364601600000,4,0,1,26.99,NaN,NaN,4.5,NaN
ObjectId("5c80968cd5cf373b2803c7f3"),1123,5b4aa4ead3089013507dc555,THE GOLDEN EGG,http://www.amazon.com/Golden-Commissario-Guido-Brunetti-Mysteries/dp/0802121012?tag=NYTBS-20,Donna Leon,Atlantic Monthly,Venice’s Commissario Guido Brunetti looks into the suspicious death of a deaf and mentally disabled man.,1365897600000,1364601600000,7,0,1,26,9,593,4.2,34.62
ObjectId("5c80968cd5cf373b2803c7f4"),1124,5b4aa4ead3089013507dc558,Z,http://www.amazon.com/Z-A-Novel-Zelda-Fitzgerald/dp/1250028663?tag=NYTBS-20,Therese Anne Fowler,St. Martin's,A novel based on the lives of Zelda and F. Scott Fitzgerald.,1365897600000,1364601600000,10,0,1,25.99,9.99,821,4.3,38.44
ObjectId("5c80968cd5cf373b2803c7f5"),1125,5b4aa4ead3089013507dc560,DEATH OF YESTERDAY,http://www.amazon.com/Death-Yesterday-Hamish-Macbeth-Mysteries/dp/1455504769?tag=NYTBS-20,M C Beaton,Grand Central,NaN,1365897600000,1364601600000,18,0,0,0,7.99,236,4.2,Infinity
ObjectId("5c80968cd5cf373b2803c7f6"),1126,5b4aa4ead3089013507dc563,STARTING NOW,http://www.amazon.com/Starting-Now-Blossom-Street-Novel-ebook/dp/B005O1BGRQ?tag=NYTBS-20,Debbie Macomber,Ballantine,A Seattle lawyer loses her job and remakes her life; she finds support at the local knitting store. A Blossom Street novel.,1366502400000,1365206400000,1,0,1,26,5.99,1000,4.7,23.04
ObjectId("5c80968cd5cf373b2803c7f7"),1127,5b4aa4ead3089013507dc564,MANUSCRIPT FOUND IN ACCRA,http://www.amazon.com/Manuscript-Found-Accra-Paulo-Coelho/dp/0385349831?tag=NYTBS-20,Paulo Coelho,Knopf,The wisdom of a wise man known as the Copt, set in Jerusalem just before the Crusaders’ invasion in 1099.,1366502400000,1365206400000,2,0,1,22,14.69,480,4.3,66.77
ObjectId("5c80968cd5cf373b2803c7f8"),1128,5b4aa4ead3089013507dc565,LIFE AFTER LIFE,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,Kate Atkinson,Little, Brown,A woman appears in different versions of the same events, centered on World War II. ,1366502400000,1365206400000,3,0,1,27.99,11.99,3771,3.7,42.84
ObjectId("5c80968cd5cf373b2803c7f9"),1129,5b4aa4ead3089013507dc570,ALL THAT IS,http://www.amazon.com/All-That-Is-James-Salter/dp/1400043131?tag=NYTBS-20,James Salter,Knopf,A veteran makes a career in publishing in postwar New York and struggles to achieve romantic success.,1366502400000,1365206400000,14,0,1,26.95,10.16,322,3.5,37.7
ObjectId("5c80968cd5cf373b2803c7fa"),1130,5b4aa4ead3089013507dc572,RECONSTRUCTING AMELIA,http://www.amazon.com/Reconstructing-Amelia-Novel-Kimberly-McCreight-ebook/dp/B0089LOMAG?tag=NYTBS-20,Kimberly McCreight,Harper,A woman plumbs her teenage daughter’s online life to uncover the truth about her death.,1366502400000,1365206400000,16,0,1,25.99,NaN,2420,4.3,NaN
ObjectId("5c80968cd5cf373b2803c7fb"),1131,5b4aa4ead3089013507dc573,ALL YOU COULD ASK FOR,http://www.amazon.com/All-You-Could-Ask-For/dp/0062220756?tag=NYTBS-20,Mike Greenberg,Morrow,NaN,1366502400000,1365206400000,17,0,0,0,6.13,NaN,NaN,Infinity
